(1,20,3)=>(1,7,3), (1,20,3)
(3,20,3)=>(3,22,3), (3,20,3)
(3,9,3)=>(3,36,3), (3,9,3)
(3,23,3)=>(3,20,3), (3,23,3)
(1,113,1)=>(1,113,1), (1,28,1)
(3,1,3)=>(3,16,43), (3,1,3)
(43,15,1)=>(43,15,1), (43,15,43)
(3,6,3)=>(3,6,3), (3,41,3)
(1,20,13)=>(1,20,13), (1,20,1)
(1,67,1)=>(1,67,1), (1,35,1)
(3,109,1)=>(3,109,1), (3,27,1)
(3,42,3)=>(3,42,3), (3,34,3)
(1,43,3)=>(1,43,3), (1,43,3)
(3,10,3)=>(3,84,43), (3,10,3)
(3,10,3)=>(3,10,3), (3,53,3)
(3,13,1)=>(3,13,1), (3,13,3)
(1,41,1)=>(1,41,1), (1,65,1)
(43,49,43)=>(43,49,43), (43,49,43)
(1,15,1)=>(1,15,1), (1,28,1)
(1,64,1)=>(1,64,1), (3,13,1)
(1,16,1)=>(1,16,1), (1,38,1)
(1,16,1)=>(1,16,1), (1,20,1)
(1,30,1)=>(1,30,1), (1,30,3)
(1,22,1)=>(1,13,1), (1,22,1)
(1,22,1)=>(1,22,1), (1,7,1)
(1,22,1)=>(1,22,1), (1,6,1)
(3,31,3)=>(3,31,3), (3,188,3)
(3,31,3)=>(3,31,3), (3,4,3)
(1,17,1)=>(1,17,1), (1,127,1)
(1,17,1)=>(1,18,1), (1,17,1)
(1,1,1)=>(1,21,1), (1,1,1)
(1,1,1)=>(1,35,1), (1,1,1)
(43,13,3)=>(3,1,3), (43,13,3)
(1,11,1)=>(43,16,1), (1,11,1)
(1,27,1)=>(1,27,1), (1,28,1)
(1,27,1)=>(1,53,1), (1,27,1)
(1,30,3)=>(1,1,1), (1,30,3)
(1,11,3)=>(1,23,1), (1,11,3)
(3,15,3)=>(3,22,3), (3,15,3)
(1,33,1)=>(1,20,1), (1,33,1)
(3,13,3)=>(3,13,3), (3,31,3)
(43,17,3)=>(43,17,3), (3,10,3)
(1,112,3)=>(1,112,3), (1,112,3)
(1,112,3)=>(1,26,1), (1,112,3)
(1,10,1)=>(1,10,1), (1,3,1)
(1,10,1)=>(1,10,1), (1,107,1)
(1,13,1)=>(1,13,1), (1,2,1)
(1,116,1)=>(1,52,1), (1,116,1)
(3,20,3)=>(3,17,3), (3,20,3)
(3,20,3)=>(3,20,3), (3,20,3)
(1,113,1)=>(1,11,1), (1,113,1)
(3,30,1)=>(3,1,1), (3,30,1)
(1,56,3)=>(1,56,3), (1,56,3)
(3,13,1)=>(1,23,1), (3,13,1)
(1,92,3)=>(1,92,3), (1,1,3)
(1,8,1)=>(1,8,1), (1,7,1)
(1,5,1)=>(1,13,1), (1,5,1)
(1,50,1)=>(1,116,1), (1,50,1)
(1,53,1)=>(1,52,1), (1,53,1)
(1,16,1)=>(1,16,1), (1,16,1)
(1,16,1)=>(1,23,1), (1,16,1)
(1,7,1)=>(1,7,1), (1,34,1)
(3,8,3)=>(3,8,3), (3,66,3)
(3,8,3)=>(3,8,3), (3,306,3)
(1,22,1)=>(1,66,1), (1,22,1)
(3,11,3)=>(3,11,3), (3,16,3)
(3,28,3)=>(3,28,3), (3,1,3)
(3,7,3)=>(3,27,3), (3,7,3)
(3,29,3)=>(3,29,3), (3,28,3)
(1,1,1)=>(1,1,1), (1,18,1)
(1,11,1)=>(1,13,1), (1,11,1)
(1,11,1)=>(1,11,1), (1,61,1)
(3,20,1)=>(3,37,1), (3,20,1)
(43,16,1)=>(3,10,1), (43,16,1)
(1,33,1)=>(1,33,1), (1,15,1)
(1,33,1)=>(1,33,1), (1,5,1)
(1,24,1)=>(1,24,1), (1,53,1)
(1,31,1)=>(1,31,1), (1,5,1)
(1,20,1)=>(3,20,1), (1,20,1)
(1,59,1)=>(1,59,1), (1,59,1)
(1,28,3)=>(1,1,1), (1,28,3)
(3,26,3)=>(3,26,3), (3,20,3)
(1,112,1)=>(1,112,1), (1,10,1)
(1,112,1)=>(1,7,1), (1,112,1)
(1,23,1)=>(1,27,1), (1,23,1)
(1,23,1)=>(1,23,1), (1,9,1)
(3,8,1)=>(1,20,1), (3,8,1)
(1,10,1)=>(1,112,1), (1,10,1)
(3,1,1)=>(3,1,1), (3,41,3)
(43,56,43)=>(43,56,43), (43,56,43)
(3,23,3)=>(1,17,3), (3,23,3)
(1,52,1)=>(1,76,1), (1,52,1)
(3,1,3)=>(3,1,3), (3,24,1)
(1,67,1)=>(1,57,1), (1,67,1)
(3,125,3)=>(3,125,3), (3,85,3)
(3,13,1)=>(3,13,1), (3,16,1)
(3,52,1)=>(3,52,1), (3,22,3)
(3,2,3)=>(3,57,3), (3,2,3)
(3,27,1)=>(3,109,1), (3,27,1)
(1,8,1)=>(1,8,1), (1,28,1)
(1,5,1)=>(1,5,1), (1,11,1)
(3,31,1)=>(3,1,3), (3,31,1)
(3,24,1)=>(1,1,1), (3,24,1)
(1,42,1)=>(1,42,1), (1,82,1)
(1,7,1)=>(1,7,1), (1,23,1)
(1,54,1)=>(1,54,1), (1,16,1)
(1,30,1)=>(1,30,1), (1,65,1)
(1,78,1)=>(1,43,1), (1,78,1)
(1,1,3)=>(1,43,1), (1,1,3)
(1,28,1)=>(1,28,1), (1,27,1)
(1,28,1)=>(1,28,1), (1,31,1)
(1,28,1)=>(1,28,1), (1,23,1)
(3,15,1)=>(3,20,1), (3,15,1)
(3,16,3)=>(3,16,3), (3,67,3)
(1,85,1)=>(1,20,1), (1,85,1)
(3,41,3)=>(3,30,3), (3,41,3)
(1,1,1)=>(1,47,1), (1,1,1)
(1,11,1)=>(1,11,1), (1,15,1)
(3,20,1)=>(3,20,1), (1,23,1)
(3,20,1)=>(3,1,1), (3,20,1)
(3,20,1)=>(3,11,1), (3,20,1)
(3,3,3)=>(3,11,3), (3,3,3)
(1,20,1)=>(1,20,1), (1,40,1)
(3,92,1)=>(1,20,1), (3,92,1)
(3,43,1)=>(3,43,1), (3,8,1)
(3,84,3)=>(3,22,3), (3,84,3)
(1,61,1)=>(1,28,1), (1,61,1)
(1,28,3)=>(1,28,3), (3,11,1)
(1,28,3)=>(1,28,3), (3,28,3)
(1,38,1)=>(1,38,1), (1,78,1)
(1,23,1)=>(1,37,1), (1,23,1)
(1,10,1)=>(1,21,1), (1,10,1)
(1,4,1)=>(1,57,1), (1,4,1)
(3,1,1)=>(3,1,1), (3,24,1)
(3,1,1)=>(1,26,1), (3,1,1)
(3,1,1)=>(1,17,1), (3,1,1)
(1,13,1)=>(1,13,1), (3,1,1)
(1,13,1)=>(1,13,1), (1,37,1)
(1,9,1)=>(1,67,1), (1,9,1)
(3,20,3)=>(3,20,3), (1,92,3)
(3,20,3)=>(3,20,3), (3,31,3)
(3,20,3)=>(3,20,3), (3,15,1)
(1,5,3)=>(1,5,3), (1,52,1)
(3,38,3)=>(3,31,3), (3,38,3)
(1,203,1)=>(1,203,1), (1,203,1)
(3,85,3)=>(3,85,1), (3,85,3)
(43,123,43)=>(43,123,43), (43,123,43)
(3,98,3)=>(3,325,3), (3,98,3)
(3,27,1)=>(1,27,1), (3,27,1)
(43,66,43)=>(43,66,43), (43,42,43)
(3,34,3)=>(3,34,3), (3,8,3)
(3,51,3)=>(3,8,3), (3,51,3)
(1,29,1)=>(1,29,1), (1,73,1)
(1,29,1)=>(1,29,1), (1,13,1)
(3,82,3)=>(3,22,3), (3,82,3)
(1,7,1)=>(1,20,1), (1,7,1)
(1,7,1)=>(1,8,1), (1,7,1)
(1,22,1)=>(1,22,1), (1,73,1)
(1,22,1)=>(1,1,1), (1,22,1)
(1,84,1)=>(1,84,1), (1,20,1)
(1,84,1)=>(1,84,1), (1,26,1)
(3,17,3)=>(3,17,3), (1,7,3)
(3,11,3)=>(3,11,3), (3,22,3)
(1,36,1)=>(1,20,1), (1,36,1)
(1,14,1)=>(1,14,1), (3,1,1)
(1,17,1)=>(1,27,1), (1,17,1)
(1,85,1)=>(1,85,1), (1,5,1)
(1,1,1)=>(1,1,1), (1,10,1)
(1,51,1)=>(1,51,1), (1,36,1)
(1,27,1)=>(1,27,1), (1,31,1)
(1,27,1)=>(1,27,1), (1,10,1)
(3,5,1)=>(3,5,1), (1,85,1)
(43,1,3)=>(43,17,3), (43,1,3)
(1,31,1)=>(1,31,1), (1,11,1)
(1,31,1)=>(1,31,1), (1,20,1)
(1,20,1)=>(1,20,1), (1,85,1)
(1,20,1)=>(1,20,1), (1,17,1)
(1,56,1)=>(1,17,1), (1,56,1)
(3,13,3)=>(3,13,3), (3,7,3)
(3,16,1)=>(3,16,1), (3,16,1)
(1,28,3)=>(3,1,3), (1,28,3)
(1,28,3)=>(1,28,3), (1,19,1)
(1,18,1)=>(1,18,1), (1,18,1)
(3,7,1)=>(3,7,1), (3,7,3)
(1,23,1)=>(1,23,1), (1,84,1)
(1,4,1)=>(1,11,1), (1,4,1)
(1,72,1)=>(1,72,1), (1,13,1)
(1,116,1)=>(1,50,1), (1,116,1)
(43,23,1)=>(43,23,1), (1,23,1)
(1,114,1)=>(1,114,1), (1,36,1)
(3,98,1)=>(3,8,3), (3,98,1)
(43,35,1)=>(43,35,1), (43,35,1)
(3,20,3)=>(3,20,3), (1,85,3)
(1,39,1)=>(1,39,1), (1,89,1)
(1,39,1)=>(1,39,1), (1,17,1)
(1,52,1)=>(1,16,1), (1,52,1)
(13,10,3)=>(13,10,3), (13,18,13)
(3,85,3)=>(3,85,3), (3,30,3)
(1,65,1)=>(1,65,1), (1,31,1)
(1,5,1)=>(1,5,3), (1,5,1)
(1,96,1)=>(1,24,1), (1,96,1)
(1,16,1)=>(1,16,1), (3,16,1)
(1,16,1)=>(1,16,1), (1,5,1)
(3,22,3)=>(3,11,3), (3,22,3)
(1,7,1)=>(1,7,1), (1,31,1)
(1,145,1)=>(1,28,1), (1,145,1)
(1,145,1)=>(1,17,1), (1,145,1)
(3,8,3)=>(3,28,3), (3,8,3)
(1,22,1)=>(1,22,1), (1,28,1)
(3,31,3)=>(3,31,3), (3,28,3)
(1,16,3)=>(1,16,1), (1,16,3)
(1,28,1)=>(1,39,1), (1,28,1)
(3,7,3)=>(3,7,1), (3,7,3)
(3,15,1)=>(3,15,3), (3,15,1)
(3,15,1)=>(3,20,3), (3,15,1)
(1,17,1)=>(1,17,1), (1,11,3)
(1,17,1)=>(1,39,1), (1,17,1)
(1,1,1)=>(3,27,1), (1,1,1)
(3,84,1)=>(3,84,1), (3,84,1)
(3,5,3)=>(3,52,3), (3,5,3)
(3,20,1)=>(3,20,1), (3,20,3)
(3,35,1)=>(1,35,1), (3,35,1)
(1,66,1)=>(1,66,1), (1,34,1)
(3,15,3)=>(3,98,3), (3,15,3)
(1,33,1)=>(1,33,1), (1,33,1)
(3,10,1)=>(3,10,1), (3,10,1)
(1,20,1)=>(1,20,1), (1,105,1)
(1,20,1)=>(1,20,1), (1,67,1)
(1,20,1)=>(1,20,1), (1,23,1)
(3,84,3)=>(3,29,3), (3,84,3)
(1,6,1)=>(1,6,1), (1,27,1)
(1,10,1)=>(1,10,1), (1,51,1)
(1,10,1)=>(1,10,1), (1,67,1)
(1,13,1)=>(1,39,1), (1,13,1)
(1,13,1)=>(1,13,1), (1,57,1)
(1,13,1)=>(1,13,1), (1,31,1)
(1,13,1)=>(1,13,1), (1,65,1)
(1,13,3)=>(1,31,1), (1,13,3)
(3,89,3)=>(3,89,3), (3,89,3)
(3,98,1)=>(3,98,1), (3,98,3)
(3,35,3)=>(3,41,3), (3,35,3)
(3,20,3)=>(3,20,3), (3,20,43)
(1,113,1)=>(1,113,1), (1,113,1)
(1,52,1)=>(1,7,1), (1,52,1)
(3,1,3)=>(3,1,3), (1,16,3)
(1,92,1)=>(1,67,1), (1,92,1)
(43,13,1)=>(3,20,1), (43,13,1)
(1,67,1)=>(1,37,1), (1,67,1)
(43,85,43)=>(43,85,43), (43,57,43)
(1,223,1)=>(1,223,1), (1,92,1)
(1,41,1)=>(1,31,1), (1,41,1)
(1,8,1)=>(1,31,1), (1,8,1)
(1,8,1)=>(3,84,1), (1,8,1)
(1,5,1)=>(1,96,1), (1,5,1)
(1,5,1)=>(1,69,1), (1,5,1)
(1,34,1)=>(1,34,1), (1,17,1)
(1,34,1)=>(1,34,1), (1,43,1)
(1,31,3)=>(1,31,3), (3,31,3)
(1,32,1)=>(1,23,1), (1,32,1)
(1,29,1)=>(1,31,1), (1,29,1)
(1,54,1)=>(1,54,1), (1,7,1)
(3,8,3)=>(3,8,3), (3,1,3)
(1,22,1)=>(1,22,1), (3,1,1)
(1,84,1)=>(1,84,1), (1,1,1)
(3,17,3)=>(3,17,3), (3,28,3)
(1,28,1)=>(1,113,1), (1,28,1)
(1,28,1)=>(1,28,1), (1,15,1)
(1,28,1)=>(1,34,1), (1,28,1)
(1,144,1)=>(1,144,1), (1,67,1)
(1,1,1)=>(1,1,1), (1,19,1)
(1,1,1)=>(1,1,1), (1,30,3)
(3,20,1)=>(3,20,13), (3,20,1)
(1,15,3)=>(1,15,3), (3,15,3)
(1,51,1)=>(1,23,1), (1,51,1)
(1,66,1)=>(1,66,1), (43,66,1)
(1,33,1)=>(1,52,1), (1,33,1)
(1,20,1)=>(1,20,1), (1,43,1)
(1,20,1)=>(1,63,3), (1,20,1)
(3,26,3)=>(3,27,3), (3,26,3)
(1,38,1)=>(1,38,1), (1,85,1)
(1,23,1)=>(1,23,1), (1,96,1)
(1,23,1)=>(1,23,1), (1,40,1)
(1,10,1)=>(1,15,1), (1,10,1)
(1,13,1)=>(1,21,1), (1,13,1)
(1,13,1)=>(1,72,1), (1,13,1)
(3,35,3)=>(3,35,3), (3,35,3)
(1,73,1)=>(1,73,1), (1,73,1)
(1,73,1)=>(1,13,1), (1,73,1)
(1,125,1)=>(1,85,1), (1,125,1)
(3,17,1)=>(3,17,1), (3,17,1)
(3,85,3)=>(3,85,3), (3,27,3)
(3,13,1)=>(3,13,1), (1,1,1)
(1,34,3)=>(1,56,3), (1,34,3)
(3,2,3)=>(3,36,3), (3,2,3)
(3,31,1)=>(3,31,1), (3,31,1)
(1,37,1)=>(1,113,1), (1,37,1)
(1,42,1)=>(1,42,1), (1,67,1)
(1,32,1)=>(1,32,1), (1,50,1)
(3,43,3)=>(3,31,3), (3,43,3)
(1,26,1)=>(1,26,1), (1,23,1)
(1,84,1)=>(1,4,1), (1,84,1)
(3,7,3)=>(3,7,3), (3,7,1)
(3,27,3)=>(3,27,3), (3,16,3)
(1,82,1)=>(1,73,1), (1,82,1)
(43,7,1)=>(1,9,1), (43,7,1)
(3,78,3)=>(3,1,3), (3,78,3)
(3,84,1)=>(3,84,1), (3,22,1)
(3,20,1)=>(3,13,1), (3,20,1)
(43,16,1)=>(43,16,1), (43,16,1)
(1,20,1)=>(1,20,1), (1,13,1)
(1,28,3)=>(1,28,3), (1,5,1)
(1,18,1)=>(1,5,1), (1,18,1)
(43,10,1)=>(1,16,1), (43,10,1)
(43,27,43)=>(43,113,43), (43,27,43)
(1,13,1)=>(1,13,1), (1,10,1)
(1,156,1)=>(1,156,1), (1,28,1)
(43,1,43)=>(43,27,43), (43,1,43)
(3,20,3)=>(3,20,3), (3,22,3)
(3,23,3)=>(3,11,3), (3,23,3)
(1,113,1)=>(1,17,1), (1,113,1)
(3,61,3)=>(3,61,3), (3,1,3)
(3,61,3)=>(3,92,3), (3,61,3)
(1,67,1)=>(1,67,1), (1,7,1)
(1,67,1)=>(1,27,1), (1,67,1)
(3,85,3)=>(3,85,3), (3,20,3)
(43,21,43)=>(43,21,43), (43,16,43)
(1,92,3)=>(3,20,3), (1,92,3)
(3,44,3)=>(3,1,3), (3,44,3)
(3,42,1)=>(3,8,1), (3,42,1)
(1,8,1)=>(1,8,1), (1,78,1)
(1,5,1)=>(1,5,1), (1,79,1)
(1,5,1)=>(1,8,1), (1,5,1)
(1,85,3)=>(3,20,3), (1,85,3)
(1,85,3)=>(1,85,1), (1,85,3)
(1,96,1)=>(1,23,1), (1,96,1)
(1,53,1)=>(1,37,1), (1,53,1)
(1,29,1)=>(1,29,1), (1,22,1)
(1,30,1)=>(1,41,1), (1,30,1)
(1,22,1)=>(1,7,1), (1,22,1)
(1,22,1)=>(1,5,1), (1,22,1)
(1,22,1)=>(1,22,1), (1,31,1)
(3,23,43)=>(3,23,43), (3,23,1)
(1,1,3)=>(1,1,3), (1,8,3)
(3,18,3)=>(3,16,3), (3,18,3)
(1,17,1)=>(1,8,1), (1,17,1)
(1,17,1)=>(1,17,1), (1,78,1)
(3,29,3)=>(3,132,3), (3,29,3)
(1,1,1)=>(3,16,1), (1,1,1)
(1,11,1)=>(1,11,1), (1,11,43)
(1,15,3)=>(1,27,1), (1,15,3)
(1,27,1)=>(1,10,1), (1,27,1)
(3,4,3)=>(3,307,3), (3,4,3)
(1,33,1)=>(1,33,1), (1,27,1)
(1,20,1)=>(1,20,1), (1,15,1)
(3,13,3)=>(3,31,3), (3,13,3)
(1,28,3)=>(1,27,1), (1,28,3)
(43,10,43)=>(43,10,43), (43,27,43)
(3,7,1)=>(3,1,1), (3,7,1)
(1,6,1)=>(1,6,1), (1,17,1)
(1,23,1)=>(1,31,1), (1,23,1)
(3,30,3)=>(3,30,3), (3,85,3)
(1,107,1)=>(1,107,1), (1,57,1)
(1,10,1)=>(1,10,1), (1,10,3)
(43,27,43)=>(43,27,43), (43,1,43)
(3,1,1)=>(3,27,1), (3,1,1)
(1,116,1)=>(1,116,1), (1,50,1)
(1,116,1)=>(1,116,1), (1,56,1)
(1,73,1)=>(1,10,1), (1,73,1)
(1,2,1)=>(1,2,1), (1,2,3)
(3,1,3)=>(3,1,3), (43,13,3)
(3,1,3)=>(3,1,3), (3,73,3)
(3,1,3)=>(3,5,3), (3,1,3)
(1,69,1)=>(1,22,1), (1,69,1)
(1,47,1)=>(1,13,1), (1,47,1)
(1,67,1)=>(1,67,1), (1,15,1)
(43,78,43)=>(43,78,3), (43,78,43)
(3,42,3)=>(3,42,3), (3,306,3)
(3,10,3)=>(3,10,3), (3,268,3)
(3,10,3)=>(3,10,1), (3,10,3)
(3,13,1)=>(3,13,1), (1,16,1)
(3,13,1)=>(3,7,1), (3,13,1)
(3,73,3)=>(3,73,3), (3,85,3)
(43,10,3)=>(43,10,3), (43,10,13)
(1,41,1)=>(1,67,1), (1,41,1)
(1,8,1)=>(1,21,1), (1,8,1)
(1,5,1)=>(1,5,1), (1,73,3)
(43,66,43)=>(1,66,43), (43,66,43)
(1,34,1)=>(1,31,1), (1,34,1)
(1,31,3)=>(1,31,3), (1,31,3)
(1,64,1)=>(1,64,1), (1,22,1)
(1,37,1)=>(1,37,1), (1,116,1)
(1,16,1)=>(1,16,1), (43,10,1)
(1,16,1)=>(1,73,1), (1,16,1)
(1,32,1)=>(1,32,1), (1,19,1)
(1,29,1)=>(1,64,1), (1,29,1)
(1,57,1)=>(1,102,1), (1,57,1)
(3,2,1)=>(3,2,1), (3,11,1)
(3,43,3)=>(3,43,3), (3,27,3)
(1,7,1)=>(1,15,1), (1,7,1)
(1,22,1)=>(1,14,1), (1,22,1)
(1,22,1)=>(1,22,1), (1,43,1)
(1,22,1)=>(1,22,1), (3,20,1)
(3,17,3)=>(3,117,3), (3,17,3)
(43,8,43)=>(43,1,1), (43,8,43)
(43,28,43)=>(43,28,43), (43,42,43)
(3,11,3)=>(3,11,3), (3,27,3)
(1,78,1)=>(1,8,1), (1,78,1)
(1,28,1)=>(1,107,1), (1,28,1)
(1,85,1)=>(1,85,1), (1,28,1)
(1,1,1)=>(1,26,1), (1,1,1)
(1,11,1)=>(1,11,3), (1,11,1)
(1,11,1)=>(1,11,1), (1,8,1)
(1,11,1)=>(1,11,1), (1,58,1)
(1,11,1)=>(1,2,1), (1,11,1)
(1,40,1)=>(1,1,1), (1,40,1)
(1,27,1)=>(1,27,1), (43,1,1)
(1,27,1)=>(1,22,1), (1,27,1)
(1,218,1)=>(1,218,1), (1,5,1)
(1,66,1)=>(1,66,1), (1,33,1)
(3,34,1)=>(3,34,1), (3,34,1)
(1,31,1)=>(1,43,1), (1,31,1)
(1,31,1)=>(1,31,1), (1,17,1)
(1,10,1)=>(1,23,1), (1,10,1)
(1,13,1)=>(1,13,1), (3,20,1)
(1,72,1)=>(1,23,1), (1,72,1)
(1,156,1)=>(1,112,1), (1,156,1)
(3,20,3)=>(3,20,3), (1,20,3)
(3,20,3)=>(3,1,3), (3,20,3)
(1,4,43)=>(1,4,43), (43,4,43)
(1,3,1)=>(1,3,1), (1,15,1)
(1,52,1)=>(1,23,1), (1,52,1)
(3,61,3)=>(3,10,3), (3,61,3)
(43,92,1)=>(1,92,1), (43,92,1)
(3,33,3)=>(1,1,3), (3,33,3)
(1,223,1)=>(1,223,1), (1,11,1)
(3,49,3)=>(3,49,3), (3,30,3)
(1,8,1)=>(1,8,1), (43,43,1)
(1,34,1)=>(1,34,1), (1,54,1)
(43,42,3)=>(1,42,3), (43,42,3)
(1,16,1)=>(1,16,1), (1,8,1)
(1,32,1)=>(1,72,1), (1,32,1)
(1,29,1)=>(1,29,1), (1,118,1)
(1,57,1)=>(1,57,1), (1,85,1)
(1,57,1)=>(1,11,1), (1,57,1)
(1,76,1)=>(1,76,1), (1,56,1)
(1,22,1)=>(1,56,1), (1,22,1)
(1,22,1)=>(1,66,43), (1,22,1)
(1,22,1)=>(1,22,1), (1,68,1)
(1,22,1)=>(1,29,1), (1,22,1)
(1,22,1)=>(1,68,1), (1,22,1)
(3,31,3)=>(3,31,3), (3,15,3)
(3,28,3)=>(3,28,3), (3,29,3)
(3,28,3)=>(3,28,3), (3,2,3)
(1,85,1)=>(1,85,1), (1,1,1)
(1,1,1)=>(1,4,1), (1,1,1)
(1,11,1)=>(1,223,1), (1,11,1)
(3,5,3)=>(3,5,3), (3,29,3)
(3,20,1)=>(1,7,1), (3,20,1)
(43,16,1)=>(3,85,1), (43,16,1)
(3,1,43)=>(3,1,43), (3,56,3)
(3,11,1)=>(3,11,1), (3,23,1)
(1,20,1)=>(1,20,1), (43,10,1)
(1,20,1)=>(1,204,1), (1,20,1)
(1,56,1)=>(1,20,1), (1,56,1)
(3,8,1)=>(43,8,1), (3,8,1)
(1,13,1)=>(1,7,1), (1,13,1)
(1,72,1)=>(1,72,1), (1,17,1)
(43,1,43)=>(43,1,3), (43,1,43)
(3,20,3)=>(3,317,3), (3,20,3)
(1,113,1)=>(1,5,1), (1,113,1)
(1,113,1)=>(1,113,1), (1,39,1)
(3,61,3)=>(3,61,3), (3,63,3)
(43,13,1)=>(1,1,1), (43,13,1)
(1,67,1)=>(1,67,1), (1,23,1)
(3,10,3)=>(43,17,3), (3,10,3)
(3,13,1)=>(43,13,1), (3,13,1)
(3,73,3)=>(3,63,3), (3,73,3)
(3,27,1)=>(3,27,1), (1,1,1)
(1,8,1)=>(1,56,1), (1,8,1)
(1,50,1)=>(1,112,1), (1,50,1)
(1,21,1)=>(1,1,1), (1,21,1)
(3,22,3)=>(3,22,3), (3,10,3)
(3,22,3)=>(3,10,3), (3,22,3)
(1,7,1)=>(1,7,1), (1,29,1)
(1,30,1)=>(1,30,1), (3,1,1)
(1,30,1)=>(1,17,1), (1,30,1)
(1,84,1)=>(1,84,1), (1,56,1)
(43,30,1)=>(43,30,1), (3,1,1)
(3,16,3)=>(3,16,3), (3,7,3)
(3,41,3)=>(3,13,3), (3,41,3)
(1,18,3)=>(1,20,3), (1,18,3)
(3,5,3)=>(3,31,3), (3,5,3)
(3,20,1)=>(3,20,1), (3,31,1)
(1,12,1)=>(1,7,1), (1,12,1)
(1,11,3)=>(1,11,3), (1,1,3)
(3,15,3)=>(3,1,1), (3,15,3)
(1,31,1)=>(1,67,1), (1,31,1)
(1,61,1)=>(1,61,1), (1,17,1)
(43,16,3)=>(43,16,1), (43,16,3)
(1,38,1)=>(1,20,1), (1,38,1)
(1,112,1)=>(1,112,1), (1,4,1)
(1,23,1)=>(43,23,1), (1,23,1)
(1,107,1)=>(1,7,1), (1,107,1)
(1,4,1)=>(1,4,1), (1,28,1)
(3,1,1)=>(3,1,1), (1,91,1)
(1,13,1)=>(1,92,1), (1,13,1)
(1,13,1)=>(1,13,1), (1,27,1)
(1,3,1)=>(1,85,1), (1,3,1)
(43,85,3)=>(3,20,3), (43,85,3)
(1,35,1)=>(1,35,1), (1,36,1)
(1,47,1)=>(1,112,1), (1,47,1)
(1,63,1)=>(1,17,1), (1,63,1)
(3,125,3)=>(3,125,3), (3,9,3)
(3,85,3)=>(3,85,3), (3,98,3)
(3,188,3)=>(3,1,3), (3,188,3)
(1,34,1)=>(1,61,1), (1,34,1)
(1,57,1)=>(1,29,1), (1,57,1)
(1,57,1)=>(1,57,1), (1,22,1)
(3,22,3)=>(3,52,1), (3,22,3)
(3,21,3)=>(3,21,3), (3,27,3)
(1,145,1)=>(1,21,1), (1,145,1)
(1,22,1)=>(1,27,1), (1,22,1)
(1,105,1)=>(1,105,1), (1,67,1)
(1,28,1)=>(1,28,1), (1,28,1)
(43,5,1)=>(43,5,1), (3,1,1)
(1,14,1)=>(1,14,1), (1,5,1)
(3,92,3)=>(3,1,3), (3,92,3)
(3,92,3)=>(3,92,3), (3,24,1)
(3,16,3)=>(3,16,3), (3,1,3)
(1,82,1)=>(1,82,1), (1,26,1)
(1,1,1)=>(1,1,1), (1,50,1)
(1,1,1)=>(1,1,1), (3,16,1)
(1,11,1)=>(3,13,1), (1,11,1)
