(1,70,1), (1,1,1)	9
(3,15,3)	400
(1,13,1), (1,190,1)	9
(3,1,3), (1,43,3)	6
(1,13,1), (1,30,1)	24
(1,46,1), (43,46,1)	6
(3,57,3), (3,24,3)	6
(3,82,3), (3,85,3)	9
(1,54,1), (1,78,1)	4
(1,1,1), (1,202,1)	6
(3,8,3), (3,20,3)	27
(43,16,13), (43,16,43)	6
(3,20,3), (3,22,3)	39
(1,1,3), (1,15,13)	6
(3,191,13), (3,20,3)	9
(1,41,1), (1,65,1)	6
(3,1,3), (3,8,3)	51
(13,22,1)	7
(3,11,3), (3,11,3)	152
(1,11,3), (3,26,3)	6
(43,56,3)	10
(43,5,1), (43,7,1)	12
(1,70,1), (1,11,1)	9
(43,5,1), (3,5,1)	5
(1,14,1), (1,20,1)	9
(1,18,1), (1,33,1)	9
(3,125,3), (3,85,3)	2
(3,1,1), (1,42,1)	6
(1,18,1), (1,35,1)	9
(3,20,1), (43,1,1)	7
(3,10,3), (3,85,3)	3
(3,73,3), (3,20,3)	8
(43,22,1), (43,5,1)	9
(1,28,3), (43,28,3)	10
(1,7,1), (1,43,1)	18
(1,22,1), (1,129,1)	9
(1,1,3), (43,17,3)	6
(43,5,1), (3,22,1)	6
(3,107,3)	21
(3,19,3), (1,78,3)	4
(1,52,1), (1,38,1)	6
(1,42,3), (3,1,1)	9
(1,92,1), (1,8,1)	15
(1,43,1), (1,22,1)	30
(1,23,1), (1,27,1)	34
(1,19,1), (1,5,1)	18
(1,15,1), (1,7,1)	19
(1,11,1), (3,41,1)	4
(3,84,3), (3,17,3)	6
(1,73,1), (1,19,1)	12
(1,27,1), (1,38,1)	9
(3,38,1), (1,38,1)	6
(43,54,1)	7
(1,14,1), (1,28,1)	12
(3,64,3), (3,64,1)	6
(3,18,3), (3,5,3)	9
(1,13,1), (1,15,1)	56
(1,17,3), (3,317,3)	6
(43,92,43), (43,16,43)	6
(3,20,1), (43,28,1)	6
(43,139,43), (43,7,43)	9
(1,53,1), (1,98,1)	6
(1,38,1), (1,22,1)	24
(1,28,3), (1,19,1)	11
(3,16,1), (1,1,1)	11
(1,202,1), (1,42,1)	6
(3,8,3), (3,30,3)	9
(3,52,3), (3,8,1)	9
(1,11,1), (1,37,1)	30
(43,13,1), (43,13,3)	20
(3,5,1), (1,112,1)	6
(3,16,3), (3,17,3)	9
(43,46,3), (3,85,3)	4
(3,42,3), (3,8,1)	6
(3,52,3), (3,11,3)	5
(3,1,1), (3,53,1)	7
(1,18,1), (1,18,3)	16
(3,2,3), (3,1,3)	9
(1,37,1), (1,5,1)	9
(1,70,1)	30
(1,7,1), (3,24,1)	4
(1,4,43)	2
(1,22,1), (1,116,1)	9
(1,125,1), (1,30,1)	6
(3,17,43)	19
(43,1,1), (43,1,43)	28
(1,20,1), (1,127,1)	6
(1,30,1), (1,1,1)	46
(1,20,43), (1,16,1)	6
(3,84,1)	66
(1,17,1), (1,127,1)	12
(1,10,1), (1,10,3)	26
(1,67,1), (1,36,1)	3
(1,27,1), (43,16,1)	11
(3,36,3), (3,5,3)	12
(1,85,3), (1,85,43)	6
(1,35,1), (1,92,1)	12
(3,26,3), (3,39,3)	12
(1,22,1), (1,67,1)	31
(1,64,1), (1,17,1)	15
(1,57,1), (1,34,1)	15
(1,26,1), (1,36,1)	15
(1,112,1), (1,26,1)	3
(43,27,13), (43,27,1)	6
(1,69,1), (1,15,1)	9
(3,15,3), (3,33,3)	9
(1,22,43)	15
(3,7,13)	31
(3,18,3), (3,20,3)	14
(3,132,3), (3,132,3)	12
(1,49,1), (1,38,1)	9
(3,34,3), (3,79,3)	9
(1,31,3), (1,29,1)	6
(1,10,1), (3,67,1)	4
(1,20,1), (1,58,1)	9
(1,66,3), (3,66,3)	6
(1,1,1), (1,73,1)	36
(1,117,1), (1,37,1)	6
(1,38,1), (1,57,1)	15
(1,35,1), (1,8,1)	6
(1,17,1), (3,20,1)	20
(1,52,1), (1,20,1)	18
(3,20,3), (3,1,1)	17
(1,113,1), (1,61,1)	2
(3,85,3), (3,56,3)	9
(1,33,3)	109
(1,156,1), (1,13,1)	12
(1,18,1), (1,13,1)	13
(1,46,3), (43,46,3)	7
(3,13,1), (3,20,3)	7
(1,13,1), (1,8,3)	9
(43,4,43), (43,42,43)	9
(1,31,1), (1,58,1)	9
(1,68,1), (1,64,1)	9
(43,8,1), (3,8,1)	2
(1,28,1), (1,116,1)	3
(1,85,1), (1,16,1)	5
(1,36,1), (1,13,1)	21
(3,85,1), (1,36,1)	6
(1,5,1), (1,17,1)	24
(3,28,3), (3,5,3)	9
(1,125,1), (1,64,1)	9
(1,143,1), (1,38,1)	9
(43,23,43), (3,23,43)	6
(1,20,3), (3,34,1)	4
(43,96,1), (43,96,1)	7
(1,116,3)	4
(1,15,1), (1,67,1)	24
(1,84,1), (1,56,1)	3
(43,109,43)	6
(3,20,3), (3,23,1)	2
(1,34,1), (1,21,1)	24
(1,107,1), (1,7,1)	3
(1,20,1), (1,23,1)	54
(3,36,3), (3,9,3)	3
(3,20,1), (1,28,3)	18
(1,23,1), (43,23,1)	2
(1,37,1), (43,13,1)	6
(1,56,3), (1,56,1)	5
(1,50,1), (3,50,1)	6
(1,44,1)	5
(43,10,13)	20
(43,112,43)	24
(3,11,3), (43,42,3)	6
(1,1,1), (1,43,1)	42
(43,65,1), (43,65,1)	10
(1,107,1), (1,18,1)	6
(1,26,1), (1,33,1)	9
(43,1,43), (43,17,43)	6
(1,43,1), (1,31,1)	23
(3,27,3), (3,33,3)	9
(1,13,1), (43,34,1)	6
(1,229,1), (1,10,1)	9
(3,28,3), (3,67,3)	9
(1,10,1), (3,10,1)	6
(3,8,1), (3,1,3)	8
(1,1,3), (3,23,1)	6
(1,20,1), (1,61,1)	18
(1,5,1), (1,61,1)	15
(3,20,3), (1,28,3)	18
(3,5,1), (3,11,1)	5
(3,8,3), (1,15,3)	2
(1,145,1), (1,13,1)	9
(1,13,1), (1,63,1)	6
(3,63,3), (3,73,3)	3
(43,16,1), (43,33,1)	6
(1,38,1), (1,11,1)	15
(1,11,1), (1,54,1)	6
(3,33,3), (3,15,3)	9
(1,52,1), (1,56,1)	3
(3,33,3), (3,20,3)	13
(1,37,1), (1,51,1)	9
(1,18,1), (1,27,3)	6
(1,20,1), (1,68,1)	15
(1,13,1), (1,20,1)	77
(1,122,1), (1,20,1)	6
(13,10,1)	51
(3,15,3), (3,35,3)	9
(1,112,3), (1,112,1)	6
(1,13,1), (3,22,1)	14
(1,17,1), (1,22,1)	4
(1,21,1), (1,205,1)	6
(1,16,1), (3,43,1)	8
(1,77,1)	36
(1,33,1), (1,30,1)	21
(43,84,3), (3,84,3)	6
(3,22,3), (3,21,3)	9
(1,56,1), (1,23,1)	9
(1,27,1), (1,73,1)	9
(1,20,43), (1,20,43)	21
(1,35,3), (1,53,3)	6
(3,22,3), (3,23,3)	9
(1,17,1), (1,53,1)	6
(1,23,3), (3,8,3)	6
(13,10,3), (13,10,3)	16
(1,64,1), (1,67,1)	21
(1,1,1), (1,85,3)	4
(3,34,1), (3,22,1)	7
(1,35,3)	44
(1,1,1), (1,13,3)	13
(3,8,3), (3,10,3)	18
(1,24,1), (1,17,1)	8
(3,27,1), (3,67,3)	6
(1,14,1), (3,1,1)	2
(1,4,1), (1,35,1)	24
(43,42,3), (43,1,3)	9
(3,31,3), (3,42,3)	27
(3,98,3), (3,28,3)	10
(3,20,1), (3,98,3)	17
(1,42,1), (1,145,1)	18
(3,127,1), (3,127,1)	20
(1,28,1), (1,188,1)	9
(1,3,1), (1,28,1)	9
(3,20,43), (3,20,3)	76
(3,88,3), (3,88,3)	9
(1,31,1), (1,145,1)	9
(3,41,3), (3,13,3)	9
(43,32,3)	6
(3,85,3), (3,43,3)	6
(3,13,3), (3,33,3)	9
(43,42,1), (43,42,1)	20
(1,17,3), (3,20,3)	6
(1,76,1), (1,56,1)	3
(3,66,3), (3,13,3)	3
(3,98,3), (3,40,3)	9
(43,1,1), (3,1,1)	21
(3,13,3), (3,1,3)	57
(1,28,3), (43,1,3)	6
(3,20,3), (3,63,3)	9
(1,27,1), (1,18,3)	9
(43,2,1), (43,49,1)	6
(1,17,1), (1,73,1)	12
(1,68,1), (1,10,1)	12
(1,78,1), (1,85,1)	6
(43,31,1), (43,31,43)	6
(1,15,1), (3,20,1)	4
(3,16,3), (3,29,3)	9
(3,72,1), (3,13,1)	6
(1,98,1), (1,13,1)	9
(1,183,1)	17
(3,20,1), (3,7,3)	6
(1,11,1), (43,11,1)	10
(1,42,1), (1,143,1)	9
(3,73,1), (3,17,1)	6
(1,9,1), (1,17,1)	9
(43,34,1)	121
(1,8,1), (1,61,1)	9
(1,1,13), (1,17,1)	6
(1,8,3), (3,8,3)	25
(43,5,3)	74
(3,29,3), (3,67,3)	9
(1,37,1), (1,17,1)	29
(3,35,1), (3,1,3)	6
(1,24,1), (1,22,1)	32
(3,56,1)	51
(3,31,13)	31
(1,36,3), (1,36,1)	6
(1,8,1), (1,334,1)	3
(1,66,3)	32
(1,26,1), (1,22,1)	18
(3,1,3), (3,11,3)	30
(1,125,1), (1,125,1)	24
(1,17,1), (1,36,1)	9
(1,17,1), (1,52,1)	4
(3,43,1)	147
(1,37,3), (1,37,3)	15
(3,15,1), (1,15,1)	11
(43,57,1), (43,57,43)	6
(1,53,1), (1,33,1)	9
(1,113,1), (3,20,1)	6
(1,20,1), (3,11,1)	4
(43,43,1)	27
(1,28,13)	38
(3,8,1), (3,5,1)	12
(1,26,3)	55
(3,52,3), (3,26,3)	9
(1,39,1), (1,1,1)	6
(1,7,1), (1,112,1)	6
(1,88,3)	18
(1,43,1), (3,20,1)	4
(43,61,43)	6
(43,32,1)	9
(1,11,1), (1,63,1)	12
(1,51,1), (1,17,1)	9
(1,4,1), (1,13,1)	6
(1,23,1), (1,64,1)	4
(1,28,1), (1,28,3)	42
(3,15,3), (3,18,3)	18
(1,16,1), (1,10,1)	17
(1,26,1), (1,64,1)	9
(3,13,3), (3,11,3)	36
(3,5,3), (3,41,3)	3
(1,27,1), (1,1,3)	6
(3,73,3), (3,11,3)	9
(1,16,1), (1,13,1)	42
(1,8,1), (1,8,1)	155
(3,10,3), (3,30,3)	2
(1,1,1), (1,14,1)	18
(3,15,1), (3,85,1)	10
(1,334,1)	2
(1,5,1), (1,58,1)	9
(3,51,1), (3,51,1)	6
(3,92,3), (3,1,3)	25
(1,143,1), (1,57,1)	9
(1,10,1), (43,10,1)	15
(1,10,3), (1,1,3)	11
(1,1,1), (43,1,1)	14
(1,1,3), (1,8,3)	10
(3,28,3), (3,56,3)	9
(3,5,1), (43,10,1)	2
(1,2,1)	155
(43,39,43), (43,39,43)	8
(1,63,1), (1,8,1)	15
(1,5,1), (1,145,1)	18
(3,41,1), (3,39,1)	6
(1,28,3), (1,28,1)	41
(1,21,1), (1,30,1)	9
(3,1,13), (3,20,3)	4
(1,16,1), (1,47,1)	21
(1,54,1), (1,7,1)	12
(13,338,13), (13,338,13)	6
(1,58,1), (1,17,1)	9
(3,39,3), (3,23,3)	6
(3,85,3), (3,85,1)	5
(3,2,3), (3,2,3)	27
(3,16,1), (3,16,3)	29
(1,78,1), (1,72,1)	6
(1,310,1)	2
(1,41,1), (1,21,1)	9
(3,11,3), (3,30,3)	9
(3,16,3), (3,16,1)	20
(3,5,1), (3,20,3)	7
(1,23,1), (1,1,3)	6
(13,41,1)	5
(43,16,3), (43,16,3)	40
(3,56,1), (1,1,1)	6
(3,15,3), (3,31,3)	27
(1,33,1), (1,13,1)	30
(1,13,1), (1,98,1)	9
(1,112,1), (1,11,1)	15
(1,57,3), (1,23,1)	6
(1,30,1), (1,17,3)	7
(1,11,1), (1,34,1)	30
(1,105,1), (1,28,1)	6
(1,20,3), (3,1,3)	8
(3,92,1)	58
(1,113,1), (1,92,1)	3
(1,5,3), (1,1,1)	6
(1,84,1), (1,73,1)	3
(1,23,1), (1,78,1)	9
(3,36,1), (3,98,3)	6
(1,66,1)	63
(1,40,1), (1,40,1)	10
(3,15,3), (3,1,3)	23
(1,59,1), (1,22,1)	9
(3,5,43), (3,73,1)	4
(1,28,3), (1,1,1)	13
(1,105,1)	4
(3,29,1), (3,15,3)	6
(43,78,43), (43,78,43)	9
(43,16,1), (43,7,43)	6
(1,20,1), (1,125,1)	9
(43,1,1), (43,15,3)	6
(1,15,1), (1,15,13)	6
(1,11,1), (3,8,1)	8
(1,34,1), (1,64,1)	9
(1,22,1), (1,20,3)	12
(1,17,1), (1,59,1)	9
(1,17,3), (3,17,3)	27
(3,8,3), (3,306,3)	6
(1,31,3), (1,31,3)	27
(1,42,3), (1,84,3)	9
(43,16,1), (1,11,1)	2
(1,43,1), (1,85,1)	9
(3,35,1), (3,20,1)	6
(3,88,3)	56
(3,24,1)	122
(43,16,1), (1,22,1)	6
(1,84,1), (1,84,1)	30
(1,68,1), (1,26,1)	9
(1,1,3), (1,10,1)	6
(3,32,3), (3,1,3)	14
(1,14,1), (1,8,1)	18
(43,6,3)	10
(43,16,1), (3,1,1)	18
(1,11,3), (43,11,3)	6
(1,49,1), (1,31,1)	18
(3,84,1), (3,98,1)	6
(43,4,3)	46
(1,31,1), (1,113,1)	6
(1,62,1), (1,13,1)	9
(13,85,13), (13,20,13)	6
(13,7,1)	12
(1,34,1), (1,27,1)	36
(1,15,1), (1,58,1)	9
(3,22,3), (3,11,3)	33
(3,85,3), (3,17,3)	9
(3,41,3), (3,31,3)	9
(3,24,43), (3,24,3)	6
(1,43,1), (3,43,1)	13
(1,10,3), (1,10,43)	4
(1,42,1), (1,131,1)	6
(1,1,3), (3,31,1)	9
(1,2,1), (1,2,1)	54
(3,20,1), (1,11,1)	18
(43,46,1)	59
(1,4,1), (1,33,1)	12
(1,15,1), (1,92,1)	9
(43,307,43)	6
(3,11,3), (3,10,3)	9
(1,43,1), (1,23,1)	9
(3,29,3), (3,31,3)	3
(1,116,1), (1,37,1)	9
(1,204,1), (1,20,1)	3
(1,1,1), (1,63,1)	18
(1,2,1), (1,1,3)	6
(1,49,1), (1,49,1)	3
(1,112,1), (1,57,1)	9
(1,120,1)	18
(43,11,3), (43,11,3)	18
(3,32,1), (1,32,1)	4
(1,92,1), (1,6,1)	9
(1,6,1), (1,18,1)	9
(3,20,1), (1,34,1)	6
(43,22,3)	50
(13,84,3)	12
(13,41,13)	6
(1,39,1), (1,2,1)	6
(3,22,1), (3,20,1)	24
(1,57,3)	23
(3,17,1), (3,17,3)	23
(1,92,1), (1,28,1)	9
(1,64,1), (1,10,1)	9
(1,88,1), (1,46,1)	9
(1,29,1), (1,30,1)	9
(3,28,3), (3,29,3)	9
(1,92,1), (1,92,1)	21
(1,10,1), (1,52,1)	3
(1,6,1), (1,8,1)	6
(1,98,1), (1,98,3)	7
(1,3,1), (1,6,1)	4
(43,13,1), (43,16,43)	6
(3,11,1), (3,8,1)	4
(1,14,1), (1,1,1)	4
(1,156,1)	34
(3,13,3), (3,85,3)	9
(3,3,3), (3,50,3)	9
(1,28,3), (1,31,1)	8
(1,23,1)	403
(3,43,3), (3,31,3)	15
(1,28,1), (1,36,1)	9
(1,61,1), (1,8,1)	20
(3,39,3)	40
(1,107,1), (1,30,1)	6
(1,334,1), (1,27,1)	3
(3,20,13), (3,20,3)	50
(3,21,3), (3,89,3)	9
(1,5,1), (1,24,1)	9
(43,117,1)	6
(1,7,1), (43,7,1)	8
(13,42,1)	18
(3,20,3), (3,43,3)	21
(1,42,1), (1,30,1)	6
(1,114,1), (1,51,1)	6
(1,36,1), (1,49,1)	9
(43,35,1)	26
(1,144,1)	16
(3,27,3), (1,20,3)	6
(1,16,1), (1,61,1)	6
(1,26,1), (3,1,1)	4
(1,21,1), (1,15,1)	9
(1,42,1), (1,53,1)	6
(1,78,1), (1,20,1)	10
(1,13,1), (1,23,1)	16
(1,51,1), (1,47,1)	6
(3,18,1)	40
(1,18,1), (1,116,1)	6
(3,31,3), (3,28,3)	3
(3,16,43)	33
(1,50,1), (1,73,1)	9
(1,107,1), (1,47,1)	3
(43,115,3)	6
(1,1,1), (1,41,1)	15
(3,20,1), (3,7,1)	3
(1,153,1), (1,19,1)	9
(1,30,1), (3,27,1)	6
(3,31,3), (3,53,3)	9
(3,1,1), (1,1,3)	9
(1,33,1), (1,64,1)	9
(1,43,1), (1,39,1)	15
(1,1,3), (43,1,3)	27
(1,50,1), (1,232,1)	9
(3,16,43), (3,16,43)	8
(3,34,1), (3,34,3)	7
(1,183,1), (1,13,1)	9
(1,113,1)	44
(3,24,3), (3,24,3)	76
(1,5,1), (1,10,1)	36
(1,40,1), (1,22,1)	4
(3,20,1), (3,35,1)	9
(1,63,1), (1,11,1)	9
(1,53,1), (1,53,1)	27
(1,138,1)	6
(1,5,3), (1,11,1)	6
(3,13,3), (3,21,1)	4
(1,56,1), (1,145,1)	6
(1,1,1), (1,26,1)	30
(1,5,1), (1,34,1)	41
(1,3,1), (1,67,1)	6
(1,34,1), (1,1,1)	33
(3,98,3), (3,31,3)	12
(3,21,3), (3,27,3)	3
(1,67,1), (1,76,1)	6
(43,23,1), (43,23,1)	13
(3,1,3), (1,28,3)	11
(43,2,1)	32
(3,18,3), (3,18,3)	21
(1,38,1), (1,43,1)	9
(3,17,1), (1,1,1)	6
(1,6,1), (1,28,1)	15
(1,35,1), (1,14,1)	6
(1,27,1), (1,1,1)	96
(1,153,1), (1,43,1)	9
(1,31,1), (1,35,1)	27
(1,41,3), (1,1,1)	9
(1,41,13)	3
(43,1,43), (43,8,3)	6
(1,116,1)	74
(1,8,1), (1,34,1)	18
(3,22,1), (43,13,1)	11
(1,63,3), (1,20,1)	4
(1,24,1), (3,24,1)	12
(1,43,1), (1,26,1)	21
(3,155,3), (3,20,3)	6
(3,20,3), (3,20,43)	93
(1,37,1), (1,15,43)	6
(3,11,1), (3,127,1)	6
(1,112,1), (1,10,1)	9
(1,43,1), (1,16,1)	18
(3,26,3), (3,41,3)	2
(13,20,13)	4
(3,21,1)	76
(3,16,1), (3,1,1)	14
(1,43,1), (1,81,1)	9
(1,33,1), (3,5,1)	6
(1,16,1), (1,15,1)	20
(1,43,1), (1,43,1)	72
(3,73,3), (3,18,3)	9
(3,34,1), (3,29,3)	9
(1,11,1), (1,11,3)	39
(1,57,1), (3,1,1)	2
(1,76,1), (1,34,1)	6
(43,42,13)	8
(3,16,1), (3,9,3)	4
(1,57,1), (3,57,1)	6
(3,28,3), (3,20,3)	30
(3,20,3), (1,92,3)	12
(13,8,1)	16
(1,28,3), (43,17,3)	6
(1,22,1), (1,64,1)	3
(1,26,1), (1,2,1)	6
(3,18,3), (3,84,3)	9
(1,14,13)	6
(3,13,3), (3,23,3)	9
(3,347,3)	4
(1,66,1), (1,66,1)	24
(1,15,1), (1,61,1)	9
(3,1,43), (3,56,3)	6
(1,113,1), (1,117,1)	6
(3,1,1), (3,26,1)	9
(1,52,1), (1,33,1)	9
(3,30,13)	10
(1,15,1), (1,49,1)	18
(1,11,1), (1,112,1)	28
(3,85,3)	355
(1,29,1), (1,20,1)	9
(1,16,1), (1,56,1)	9
(43,66,1), (43,66,1)	10
